Scenario,Trace,C1,B,S1,C2,S2,Policy,Prefetcher,R,AAT
L1_L2_NoPF,linpack,14,7,2,17,3,lip,none,0,7.004
L1_L2_WithPF,linpack,14,7,2,17,3,lip,plus1,0,4.990
L1_L2_WithPF,linpack,14,7,2,17,3,lip,markov,16,7.004
L1_L2_WithPF,linpack,14,7,2,17,3,lip,markov,32,7.004
L1_L2_WithPF,linpack,14,7,2,17,3,lip,markov,64,7.004
L1_L2_WithPF,linpack,14,7,2,17,3,lip,markov,128,7.004
L1_L2_WithPF,linpack,14,7,2,17,3,lip,markov,256,7.004
L1_L2_WithPF,linpack,14,7,2,17,3,lip,markov,512,7.004
L1_L2_WithPF,linpack,14,7,2,17,3,lip,hybrid,16,4.990
L1_L2_WithPF,linpack,14,7,2,17,3,lip,hybrid,32,4.990
L1_L2_WithPF,linpack,14,7,2,17,3,lip,hybrid,64,4.990
L1_L2_WithPF,linpack,14,7,2,17,3,lip,hybrid,128,4.990
L1_L2_WithPF,linpack,14,7,2,17,3,lip,hybrid,256,4.990
L1_L2_WithPF,linpack,14,7,2,17,3,lip,hybrid,512,4.990
L1_L2_NoPF,linpack,14,7,3,16,3,mip,none,0,7.183
L1_L2_WithPF,linpack,14,7,3,16,3,mip,plus1,0,5.268
L1_L2_WithPF,linpack,14,7,3,16,3,mip,markov,16,7.183
L1_L2_WithPF,linpack,14,7,3,16,3,mip,markov,32,7.183
L1_L2_WithPF,linpack,14,7,3,16,3,mip,markov,64,7.183
L1_L2_WithPF,linpack,14,7,3,16,3,mip,markov,128,7.183
L1_L2_WithPF,linpack,14,7,3,16,3,mip,markov,256,7.183
L1_L2_WithPF,linpack,14,7,3,16,3,mip,markov,512,7.183
L1_L2_WithPF,linpack,14,7,3,16,3,mip,hybrid,16,5.268
L1_L2_WithPF,linpack,14,7,3,16,3,mip,hybrid,32,5.268
L1_L2_WithPF,linpack,14,7,3,16,3,mip,hybrid,64,5.268
L1_L2_WithPF,linpack,14,7,3,16,3,mip,hybrid,128,5.268
L1_L2_WithPF,linpack,14,7,3,16,3,mip,hybrid,256,5.268
L1_L2_WithPF,linpack,14,7,3,16,3,mip,hybrid,512,5.268
L1_L2_NoPF,linpack,14,7,3,16,3,lip,none,0,7.183
L1_L2_WithPF,linpack,14,7,3,16,3,lip,plus1,0,5.268
L1_L2_WithPF,linpack,14,7,3,16,3,lip,markov,16,7.183
L1_L2_WithPF,linpack,14,7,3,16,3,lip,markov,32,7.183
L1_L2_WithPF,linpack,14,7,3,16,3,lip,markov,64,7.183
L1_L2_WithPF,linpack,14,7,3,16,3,lip,markov,128,7.183
L1_L2_WithPF,linpack,14,7,3,16,3,lip,markov,256,7.183
L1_L2_WithPF,linpack,14,7,3,16,3,lip,markov,512,7.183
L1_L2_WithPF,linpack,14,7,3,16,3,lip,hybrid,16,5.268
L1_L2_WithPF,linpack,14,7,3,16,3,lip,hybrid,32,5.268
L1_L2_WithPF,linpack,14,7,3,16,3,lip,hybrid,64,5.268
L1_L2_WithPF,linpack,14,7,3,16,3,lip,hybrid,128,5.268
L1_L2_WithPF,linpack,14,7,3,16,3,lip,hybrid,256,5.268
L1_L2_WithPF,linpack,14,7,3,16,3,lip,hybrid,512,5.268
L1_L2_NoPF,linpack,14,7,3,17,3,mip,none,0,7.271
L1_L2_WithPF,linpack,14,7,3,17,3,mip,plus1,0,5.257
L1_L2_WithPF,linpack,14,7,3,17,3,mip,markov,16,7.271
L1_L2_WithPF,linpack,14,7,3,17,3,mip,markov,32,7.271
L1_L2_WithPF,linpack,14,7,3,17,3,mip,markov,64,7.271
L1_L2_WithPF,linpack,14,7,3,17,3,mip,markov,128,7.271
L1_L2_WithPF,linpack,14,7,3,17,3,mip,markov,256,7.271
L1_L2_WithPF,linpack,14,7,3,17,3,mip,markov,512,7.271
L1_L2_WithPF,linpack,14,7,3,17,3,mip,hybrid,16,5.257
L1_L2_WithPF,linpack,14,7,3,17,3,mip,hybrid,32,5.257
L1_L2_WithPF,linpack,14,7,3,17,3,mip,hybrid,64,5.257
L1_L2_WithPF,linpack,14,7,3,17,3,mip,hybrid,128,5.257
L1_L2_WithPF,linpack,14,7,3,17,3,mip,hybrid,256,5.257
L1_L2_WithPF,linpack,14,7,3,17,3,mip,hybrid,512,5.257
L1_L2_NoPF,linpack,14,7,3,17,3,lip,none,0,7.271
L1_L2_WithPF,linpack,14,7,3,17,3,lip,plus1,0,5.257
L1_L2_WithPF,linpack,14,7,3,17,3,lip,markov,16,7.271
L1_L2_WithPF,linpack,14,7,3,17,3,lip,markov,32,7.271
L1_L2_WithPF,linpack,14,7,3,17,3,lip,markov,64,7.271
L1_L2_WithPF,linpack,14,7,3,17,3,lip,markov,128,7.271
L1_L2_WithPF,linpack,14,7,3,17,3,lip,markov,256,7.271
L1_L2_WithPF,linpack,14,7,3,17,3,lip,markov,512,7.271
L1_L2_WithPF,linpack,14,7,3,17,3,lip,hybrid,16,5.257
L1_L2_WithPF,linpack,14,7,3,17,3,lip,hybrid,32,5.257
L1_L2_WithPF,linpack,14,7,3,17,3,lip,hybrid,64,5.257
L1_L2_WithPF,linpack,14,7,3,17,3,lip,hybrid,128,5.257
L1_L2_WithPF,linpack,14,7,3,17,3,lip,hybrid,256,5.257
L1_L2_WithPF,linpack,14,7,3,17,3,lip,hybrid,512,5.257
L1_L2_NoPF,linpack,15,7,1,16,1,mip,none,0,6.629
L1_L2_WithPF,linpack,15,7,1,16,1,mip,plus1,0,4.615
L1_L2_WithPF,linpack,15,7,1,16,1,mip,markov,16,6.629
L1_L2_WithPF,linpack,15,7,1,16,1,mip,markov,32,6.629
L1_L2_WithPF,linpack,15,7,1,16,1,mip,markov,64,6.629
L1_L2_WithPF,linpack,15,7,1,16,1,mip,markov,128,6.629
L1_L2_WithPF,linpack,15,7,1,16,1,mip,markov,256,6.629
L1_L2_WithPF,linpack,15,7,1,16,1,mip,markov,512,6.629
L1_L2_WithPF,linpack,15,7,1,16,1,mip,hybrid,16,4.615
L1_L2_WithPF,linpack,15,7,1,16,1,mip,hybrid,32,4.615
L1_L2_WithPF,linpack,15,7,1,16,1,mip,hybrid,64,4.615
L1_L2_WithPF,linpack,15,7,1,16,1,mip,hybrid,128,4.615
L1_L2_WithPF,linpack,15,7,1,16,1,mip,hybrid,256,4.615
L1_L2_WithPF,linpack,15,7,1,16,1,mip,hybrid,512,4.615
L1_L2_NoPF,linpack,15,7,1,16,1,lip,none,0,6.629
L1_L2_WithPF,linpack,15,7,1,16,1,lip,plus1,0,4.615
L1_L2_WithPF,linpack,15,7,1,16,1,lip,markov,16,6.629
L1_L2_WithPF,linpack,15,7,1,16,1,lip,markov,32,6.629
L1_L2_WithPF,linpack,15,7,1,16,1,lip,markov,64,6.629
L1_L2_WithPF,linpack,15,7,1,16,1,lip,markov,128,6.629
L1_L2_WithPF,linpack,15,7,1,16,1,lip,markov,256,6.629
L1_L2_WithPF,linpack,15,7,1,16,1,lip,markov,512,6.629
L1_L2_WithPF,linpack,15,7,1,16,1,lip,hybrid,16,4.615
L1_L2_WithPF,linpack,15,7,1,16,1,lip,hybrid,32,4.615
L1_L2_WithPF,linpack,15,7,1,16,1,lip,hybrid,64,4.615
L1_L2_WithPF,linpack,15,7,1,16,1,lip,hybrid,128,4.615
L1_L2_WithPF,linpack,15,7,1,16,1,lip,hybrid,256,4.615
L1_L2_WithPF,linpack,15,7,1,16,1,lip,hybrid,512,4.615
L1_L2_NoPF,linpack,15,7,1,16,2,mip,none,0,6.663
L1_L2_WithPF,linpack,15,7,1,16,2,mip,plus1,0,4.649
L1_L2_WithPF,linpack,15,7,1,16,2,mip,markov,16,6.663
L1_L2_WithPF,linpack,15,7,1,16,2,mip,markov,32,6.663
L1_L2_WithPF,linpack,15,7,1,16,2,mip,markov,64,6.663
L1_L2_WithPF,linpack,15,7,1,16,2,mip,markov,128,6.663
L1_L2_WithPF,linpack,15,7,1,16,2,mip,markov,256,6.663
L1_L2_WithPF,linpack,15,7,1,16,2,mip,markov,512,6.663
L1_L2_WithPF,linpack,15,7,1,16,2,mip,hybrid,16,4.649
L1_L2_WithPF,linpack,15,7,1,16,2,mip,hybrid,32,4.649
L1_L2_WithPF,linpack,15,7,1,16,2,mip,hybrid,64,4.649
L1_L2_WithPF,linpack,15,7,1,16,2,mip,hybrid,128,4.649
L1_L2_WithPF,linpack,15,7,1,16,2,mip,hybrid,256,4.649
L1_L2_WithPF,linpack,15,7,1,16,2,mip,hybrid,512,4.649
L1_L2_NoPF,linpack,15,7,1,16,2,lip,none,0,6.663
L1_L2_WithPF,linpack,15,7,1,16,2,lip,plus1,0,4.649
L1_L2_WithPF,linpack,15,7,1,16,2,lip,markov,16,6.663
L1_L2_WithPF,linpack,15,7,1,16,2,lip,markov,32,6.663
L1_L2_WithPF,linpack,15,7,1,16,2,lip,markov,64,6.663
L1_L2_WithPF,linpack,15,7,1,16,2,lip,markov,128,6.663
L1_L2_WithPF,linpack,15,7,1,16,2,lip,markov,256,6.663
L1_L2_WithPF,linpack,15,7,1,16,2,lip,markov,512,6.663
L1_L2_WithPF,linpack,15,7,1,16,2,lip,hybrid,16,4.649
L1_L2_WithPF,linpack,15,7,1,16,2,lip,hybrid,32,4.649
L1_L2_WithPF,linpack,15,7,1,16,2,lip,hybrid,64,4.649
L1_L2_WithPF,linpack,15,7,1,16,2,lip,hybrid,128,4.649
L1_L2_WithPF,linpack,15,7,1,16,2,lip,hybrid,256,4.649
L1_L2_WithPF,linpack,15,7,1,16,2,lip,hybrid,512,4.649
L1_L2_NoPF,linpack,15,7,1,16,3,mip,none,0,6.697
L1_L2_WithPF,linpack,15,7,1,16,3,mip,plus1,0,4.683
L1_L2_WithPF,linpack,15,7,1,16,3,mip,markov,16,6.697
L1_L2_WithPF,linpack,15,7,1,16,3,mip,markov,32,6.697
L1_L2_WithPF,linpack,15,7,1,16,3,mip,markov,64,6.697
L1_L2_WithPF,linpack,15,7,1,16,3,mip,markov,128,6.697
L1_L2_WithPF,linpack,15,7,1,16,3,mip,markov,256,6.697
L1_L2_WithPF,linpack,15,7,1,16,3,mip,markov,512,6.697
L1_L2_WithPF,linpack,15,7,1,16,3,mip,hybrid,16,4.683
L1_L2_WithPF,linpack,15,7,1,16,3,mip,hybrid,32,4.683
L1_L2_WithPF,linpack,15,7,1,16,3,mip,hybrid,64,4.683
L1_L2_WithPF,linpack,15,7,1,16,3,mip,hybrid,128,4.683
L1_L2_WithPF,linpack,15,7,1,16,3,mip,hybrid,256,4.683
L1_L2_WithPF,linpack,15,7,1,16,3,mip,hybrid,512,4.683
L1_L2_NoPF,linpack,15,7,1,16,3,lip,none,0,6.697
L1_L2_WithPF,linpack,15,7,1,16,3,lip,plus1,0,4.683
L1_L2_WithPF,linpack,15,7,1,16,3,lip,markov,16,6.697
L1_L2_WithPF,linpack,15,7,1,16,3,lip,markov,32,6.697
L1_L2_WithPF,linpack,15,7,1,16,3,lip,markov,64,6.697
L1_L2_WithPF,linpack,15,7,1,16,3,lip,markov,128,6.697
L1_L2_WithPF,linpack,15,7,1,16,3,lip,markov,256,6.697
L1_L2_WithPF,linpack,15,7,1,16,3,lip,markov,512,6.697
L1_L2_WithPF,linpack,15,7,1,16,3,lip,hybrid,16,4.683
L1_L2_WithPF,linpack,15,7,1,16,3,lip,hybrid,32,4.683
L1_L2_WithPF,linpack,15,7,1,16,3,lip,hybrid,64,4.683
L1_L2_WithPF,linpack,15,7,1,16,3,lip,hybrid,128,4.683
L1_L2_WithPF,linpack,15,7,1,16,3,lip,hybrid,256,4.683
L1_L2_WithPF,linpack,15,7,1,16,3,lip,hybrid,512,4.683
L1_L2_NoPF,linpack,15,7,1,17,1,mip,none,0,6.629
L1_L2_WithPF,linpack,15,7,1,17,1,mip,plus1,0,4.615
L1_L2_WithPF,linpack,15,7,1,17,1,mip,markov,16,6.629
L1_L2_WithPF,linpack,15,7,1,17,1,mip,markov,32,6.629
L1_L2_WithPF,linpack,15,7,1,17,1,mip,markov,64,6.629
L1_L2_WithPF,linpack,15,7,1,17,1,mip,markov,128,6.629
L1_L2_WithPF,linpack,15,7,1,17,1,mip,markov,256,6.629
L1_L2_WithPF,linpack,15,7,1,17,1,mip,markov,512,6.629
L1_L2_WithPF,linpack,15,7,1,17,1,mip,hybrid,16,4.615
L1_L2_WithPF,linpack,15,7,1,17,1,mip,hybrid,32,4.615
L1_L2_WithPF,linpack,15,7,1,17,1,mip,hybrid,64,4.615
L1_L2_WithPF,linpack,15,7,1,17,1,mip,hybrid,128,4.615
L1_L2_WithPF,linpack,15,7,1,17,1,mip,hybrid,256,4.615
L1_L2_WithPF,linpack,15,7,1,17,1,mip,hybrid,512,4.615
L1_L2_NoPF,linpack,15,7,1,17,1,lip,none,0,6.629
L1_L2_WithPF,linpack,15,7,1,17,1,lip,plus1,0,4.615
L1_L2_WithPF,linpack,15,7,1,17,1,lip,markov,16,6.629
L1_L2_WithPF,linpack,15,7,1,17,1,lip,markov,32,6.629
L1_L2_WithPF,linpack,15,7,1,17,1,lip,markov,64,6.629
L1_L2_WithPF,linpack,15,7,1,17,1,lip,markov,128,6.629
L1_L2_WithPF,linpack,15,7,1,17,1,lip,markov,256,6.629
L1_L2_WithPF,linpack,15,7,1,17,1,lip,markov,512,6.629
L1_L2_WithPF,linpack,15,7,1,17,1,lip,hybrid,16,4.615
L1_L2_WithPF,linpack,15,7,1,17,1,lip,hybrid,32,4.615
L1_L2_WithPF,linpack,15,7,1,17,1,lip,hybrid,64,4.615
L1_L2_WithPF,linpack,15,7,1,17,1,lip,hybrid,128,4.615
L1_L2_WithPF,linpack,15,7,1,17,1,lip,hybrid,256,4.615
L1_L2_WithPF,linpack,15,7,1,17,1,lip,hybrid,512,4.615
L1_L2_NoPF,linpack,15,7,1,17,2,mip,none,0,6.663
L1_L2_WithPF,linpack,15,7,1,17,2,mip,plus1,0,4.649
L1_L2_WithPF,linpack,15,7,1,17,2,mip,markov,16,6.663
L1_L2_WithPF,linpack,15,7,1,17,2,mip,markov,32,6.663
L1_L2_WithPF,linpack,15,7,1,17,2,mip,markov,64,6.663
L1_L2_WithPF,linpack,15,7,1,17,2,mip,markov,128,6.663
L1_L2_WithPF,linpack,15,7,1,17,2,mip,markov,256,6.663
L1_L2_WithPF,linpack,15,7,1,17,2,mip,markov,512,6.663
L1_L2_WithPF,linpack,15,7,1,17,2,mip,hybrid,16,4.649
L1_L2_WithPF,linpack,15,7,1,17,2,mip,hybrid,32,4.649
L1_L2_WithPF,linpack,15,7,1,17,2,mip,hybrid,64,4.649
L1_L2_WithPF,linpack,15,7,1,17,2,mip,hybrid,128,4.649
L1_L2_WithPF,linpack,15,7,1,17,2,mip,hybrid,256,4.649
L1_L2_WithPF,linpack,15,7,1,17,2,mip,hybrid,512,4.649
L1_L2_NoPF,linpack,15,7,1,17,2,lip,none,0,6.663
L1_L2_WithPF,linpack,15,7,1,17,2,lip,plus1,0,4.649
L1_L2_WithPF,linpack,15,7,1,17,2,lip,markov,16,6.663
L1_L2_WithPF,linpack,15,7,1,17,2,lip,markov,32,6.663
L1_L2_WithPF,linpack,15,7,1,17,2,lip,markov,64,6.663
L1_L2_WithPF,linpack,15,7,1,17,2,lip,markov,128,6.663
L1_L2_WithPF,linpack,15,7,1,17,2,lip,markov,256,6.663
L1_L2_WithPF,linpack,15,7,1,17,2,lip,markov,512,6.663
L1_L2_WithPF,linpack,15,7,1,17,2,lip,hybrid,16,4.649
L1_L2_WithPF,linpack,15,7,1,17,2,lip,hybrid,32,4.649
L1_L2_WithPF,linpack,15,7,1,17,2,lip,hybrid,64,4.649
L1_L2_WithPF,linpack,15,7,1,17,2,lip,hybrid,128,4.649
L1_L2_WithPF,linpack,15,7,1,17,2,lip,hybrid,256,4.649
L1_L2_WithPF,linpack,15,7,1,17,2,lip,hybrid,512,4.649
L1_L2_NoPF,linpack,15,7,1,17,3,mip,none,0,6.697
L1_L2_WithPF,linpack,15,7,1,17,3,mip,plus1,0,4.683
L1_L2_WithPF,linpack,15,7,1,17,3,mip,markov,16,6.697
L1_L2_WithPF,linpack,15,7,1,17,3,mip,markov,32,6.697
L1_L2_WithPF,linpack,15,7,1,17,3,mip,markov,64,6.697
L1_L2_WithPF,linpack,15,7,1,17,3,mip,markov,128,6.697
L1_L2_WithPF,linpack,15,7,1,17,3,mip,markov,256,6.697
L1_L2_WithPF,linpack,15,7,1,17,3,mip,markov,512,6.697
L1_L2_WithPF,linpack,15,7,1,17,3,mip,hybrid,16,4.683
L1_L2_WithPF,linpack,15,7,1,17,3,mip,hybrid,32,4.683
L1_L2_WithPF,linpack,15,7,1,17,3,mip,hybrid,64,4.683
L1_L2_WithPF,linpack,15,7,1,17,3,mip,hybrid,128,4.683
L1_L2_WithPF,linpack,15,7,1,17,3,mip,hybrid,256,4.683
L1_L2_WithPF,linpack,15,7,1,17,3,mip,hybrid,512,4.683
L1_L2_NoPF,linpack,15,7,1,17,3,lip,none,0,6.697
L1_L2_WithPF,linpack,15,7,1,17,3,lip,plus1,0,4.683
L1_L2_WithPF,linpack,15,7,1,17,3,lip,markov,16,6.697
L1_L2_WithPF,linpack,15,7,1,17,3,lip,markov,32,6.697
L1_L2_WithPF,linpack,15,7,1,17,3,lip,markov,64,6.697
L1_L2_WithPF,linpack,15,7,1,17,3,lip,markov,128,6.697
L1_L2_WithPF,linpack,15,7,1,17,3,lip,markov,256,6.697
L1_L2_WithPF,linpack,15,7,1,17,3,lip,markov,512,6.697
L1_L2_WithPF,linpack,15,7,1,17,3,lip,hybrid,16,4.683
L1_L2_WithPF,linpack,15,7,1,17,3,lip,hybrid,32,4.683
L1_L2_WithPF,linpack,15,7,1,17,3,lip,hybrid,64,4.683
L1_L2_WithPF,linpack,15,7,1,17,3,lip,hybrid,128,4.683
L1_L2_WithPF,linpack,15,7,1,17,3,lip,hybrid,256,4.683
L1_L2_WithPF,linpack,15,7,1,17,3,lip,hybrid,512,4.683
L1_L2_NoPF,linpack,15,7,2,16,2,mip,none,0,6.863
L1_L2_WithPF,linpack,15,7,2,16,2,mip,plus1,0,4.849
L1_L2_WithPF,linpack,15,7,2,16,2,mip,markov,16,6.863
L1_L2_WithPF,linpack,15,7,2,16,2,mip,markov,32,6.863
L1_L2_WithPF,linpack,15,7,2,16,2,mip,markov,64,6.863
L1_L2_WithPF,linpack,15,7,2,16,2,mip,markov,128,6.863
L1_L2_WithPF,linpack,15,7,2,16,2,mip,markov,256,6.863
L1_L2_WithPF,linpack,15,7,2,16,2,mip,markov,512,6.863
L1_L2_WithPF,linpack,15,7,2,16,2,mip,hybrid,16,4.849
L1_L2_WithPF,linpack,15,7,2,16,2,mip,hybrid,32,4.849
L1_L2_WithPF,linpack,15,7,2,16,2,mip,hybrid,64,4.849
L1_L2_WithPF,linpack,15,7,2,16,2,mip,hybrid,128,4.849
L1_L2_WithPF,linpack,15,7,2,16,2,mip,hybrid,256,4.849
L1_L2_WithPF,linpack,15,7,2,16,2,mip,hybrid,512,4.849
L1_L2_NoPF,linpack,15,7,2,16,2,lip,none,0,6.863
L1_L2_WithPF,linpack,15,7,2,16,2,lip,plus1,0,4.849
L1_L2_WithPF,linpack,15,7,2,16,2,lip,markov,16,6.863
L1_L2_WithPF,linpack,15,7,2,16,2,lip,markov,32,6.863
L1_L2_WithPF,linpack,15,7,2,16,2,lip,markov,64,6.863
L1_L2_WithPF,linpack,15,7,2,16,2,lip,markov,128,6.863
L1_L2_WithPF,linpack,15,7,2,16,2,lip,markov,256,6.863
L1_L2_WithPF,linpack,15,7,2,16,2,lip,markov,512,6.863
L1_L2_WithPF,linpack,15,7,2,16,2,lip,hybrid,16,4.849
L1_L2_WithPF,linpack,15,7,2,16,2,lip,hybrid,32,4.849
L1_L2_WithPF,linpack,15,7,2,16,2,lip,hybrid,64,4.849
L1_L2_WithPF,linpack,15,7,2,16,2,lip,hybrid,128,4.849
L1_L2_WithPF,linpack,15,7,2,16,2,lip,hybrid,256,4.849
L1_L2_WithPF,linpack,15,7,2,16,2,lip,hybrid,512,4.849
L1_L2_NoPF,linpack,15,7,2,16,3,mip,none,0,6.897
L1_L2_WithPF,linpack,15,7,2,16,3,mip,plus1,0,4.883
L1_L2_WithPF,linpack,15,7,2,16,3,mip,markov,16,6.897
L1_L2_WithPF,linpack,15,7,2,16,3,mip,markov,32,6.897
L1_L2_WithPF,linpack,15,7,2,16,3,mip,markov,64,6.897
L1_L2_WithPF,linpack,15,7,2,16,3,mip,markov,128,6.897
L1_L2_WithPF,linpack,15,7,2,16,3,mip,markov,256,6.897
L1_L2_WithPF,linpack,15,7,2,16,3,mip,markov,512,6.897
L1_L2_WithPF,linpack,15,7,2,16,3,mip,hybrid,16,4.883
L1_L2_WithPF,linpack,15,7,2,16,3,mip,hybrid,32,4.883
L1_L2_WithPF,linpack,15,7,2,16,3,mip,hybrid,64,4.883
L1_L2_WithPF,linpack,15,7,2,16,3,mip,hybrid,128,4.883
L1_L2_WithPF,linpack,15,7,2,16,3,mip,hybrid,256,4.883
L1_L2_WithPF,linpack,15,7,2,16,3,mip,hybrid,512,4.883
L1_L2_NoPF,linpack,15,7,2,16,3,lip,none,0,6.897
L1_L2_WithPF,linpack,15,7,2,16,3,lip,plus1,0,4.883
L1_L2_WithPF,linpack,15,7,2,16,3,lip,markov,16,6.897
L1_L2_WithPF,linpack,15,7,2,16,3,lip,markov,32,6.897
L1_L2_WithPF,linpack,15,7,2,16,3,lip,markov,64,6.897
L1_L2_WithPF,linpack,15,7,2,16,3,lip,markov,128,6.897
L1_L2_WithPF,linpack,15,7,2,16,3,lip,markov,256,6.897
L1_L2_WithPF,linpack,15,7,2,16,3,lip,markov,512,6.897
L1_L2_WithPF,linpack,15,7,2,16,3,lip,hybrid,16,4.883
L1_L2_WithPF,linpack,15,7,2,16,3,lip,hybrid,32,4.883
L1_L2_WithPF,linpack,15,7,2,16,3,lip,hybrid,64,4.883
L1_L2_WithPF,linpack,15,7,2,16,3,lip,hybrid,128,4.883
L1_L2_WithPF,linpack,15,7,2,16,3,lip,hybrid,256,4.883
L1_L2_WithPF,linpack,15,7,2,16,3,lip,hybrid,512,4.883
L1_L2_NoPF,linpack,15,7,2,17,2,mip,none,0,6.863
L1_L2_WithPF,linpack,15,7,2,17,2,mip,plus1,0,4.849
L1_L2_WithPF,linpack,15,7,2,17,2,mip,markov,16,6.863
L1_L2_WithPF,linpack,15,7,2,17,2,mip,markov,32,6.863
L1_L2_WithPF,linpack,15,7,2,17,2,mip,markov,64,6.863
L1_L2_WithPF,linpack,15,7,2,17,2,mip,markov,128,6.863
L1_L2_WithPF,linpack,15,7,2,17,2,mip,markov,256,6.863
L1_L2_WithPF,linpack,15,7,2,17,2,mip,markov,512,6.863
L1_L2_WithPF,linpack,15,7,2,17,2,mip,hybrid,16,4.849
L1_L2_WithPF,linpack,15,7,2,17,2,mip,hybrid,32,4.849
L1_L2_WithPF,linpack,15,7,2,17,2,mip,hybrid,64,4.849
L1_L2_WithPF,linpack,15,7,2,17,2,mip,hybrid,128,4.849
L1_L2_WithPF,linpack,15,7,2,17,2,mip,hybrid,256,4.849
L1_L2_WithPF,linpack,15,7,2,17,2,mip,hybrid,512,4.849
L1_L2_NoPF,linpack,15,7,2,17,2,lip,none,0,6.863
L1_L2_WithPF,linpack,15,7,2,17,2,lip,plus1,0,4.849
L1_L2_WithPF,linpack,15,7,2,17,2,lip,markov,16,6.863
L1_L2_WithPF,linpack,15,7,2,17,2,lip,markov,32,6.863
L1_L2_WithPF,linpack,15,7,2,17,2,lip,markov,64,6.863
L1_L2_WithPF,linpack,15,7,2,17,2,lip,markov,128,6.863
L1_L2_WithPF,linpack,15,7,2,17,2,lip,markov,256,6.863
L1_L2_WithPF,linpack,15,7,2,17,2,lip,markov,512,6.863
L1_L2_WithPF,linpack,15,7,2,17,2,lip,hybrid,16,4.849
L1_L2_WithPF,linpack,15,7,2,17,2,lip,hybrid,32,4.849
L1_L2_WithPF,linpack,15,7,2,17,2,lip,hybrid,64,4.849
L1_L2_WithPF,linpack,15,7,2,17,2,lip,hybrid,128,4.849
L1_L2_WithPF,linpack,15,7,2,17,2,lip,hybrid,256,4.849
L1_L2_WithPF,linpack,15,7,2,17,2,lip,hybrid,512,4.849
L1_L2_NoPF,linpack,15,7,2,17,3,mip,none,0,6.897
L1_L2_WithPF,linpack,15,7,2,17,3,mip,plus1,0,4.883
L1_L2_WithPF,linpack,15,7,2,17,3,mip,markov,16,6.897
L1_L2_WithPF,linpack,15,7,2,17,3,mip,markov,32,6.897
L1_L2_WithPF,linpack,15,7,2,17,3,mip,markov,64,6.897
L1_L2_WithPF,linpack,15,7,2,17,3,mip,markov,128,6.897
L1_L2_WithPF,linpack,15,7,2,17,3,mip,markov,256,6.897
L1_L2_WithPF,linpack,15,7,2,17,3,mip,markov,512,6.897
L1_L2_WithPF,linpack,15,7,2,17,3,mip,hybrid,16,4.883
L1_L2_WithPF,linpack,15,7,2,17,3,mip,hybrid,32,4.883
L1_L2_WithPF,linpack,15,7,2,17,3,mip,hybrid,64,4.883
L1_L2_WithPF,linpack,15,7,2,17,3,mip,hybrid,128,4.883
L1_L2_WithPF,linpack,15,7,2,17,3,mip,hybrid,256,4.883
L1_L2_WithPF,linpack,15,7,2,17,3,mip,hybrid,512,4.883
L1_L2_NoPF,linpack,15,7,2,17,3,lip,none,0,6.897
L1_L2_WithPF,linpack,15,7,2,17,3,lip,plus1,0,4.883
L1_L2_WithPF,linpack,15,7,2,17,3,lip,markov,16,6.897
L1_L2_WithPF,linpack,15,7,2,17,3,lip,markov,32,6.897
L1_L2_WithPF,linpack,15,7,2,17,3,lip,markov,64,6.897
L1_L2_WithPF,linpack,15,7,2,17,3,lip,markov,128,6.897
L1_L2_WithPF,linpack,15,7,2,17,3,lip,markov,256,6.897
L1_L2_WithPF,linpack,15,7,2,17,3,lip,markov,512,6.897
L1_L2_WithPF,linpack,15,7,2,17,3,lip,hybrid,16,4.883
L1_L2_WithPF,linpack,15,7,2,17,3,lip,hybrid,32,4.883
L1_L2_WithPF,linpack,15,7,2,17,3,lip,hybrid,64,4.883
L1_L2_WithPF,linpack,15,7,2,17,3,lip,hybrid,128,4.883
L1_L2_WithPF,linpack,15,7,2,17,3,lip,hybrid,256,4.883
L1_L2_WithPF,linpack,15,7,2,17,3,lip,hybrid,512,4.883
L1_L2_NoPF,linpack,15,7,3,16,3,mip,none,0,7.097
L1_L2_WithPF,linpack,15,7,3,16,3,mip,plus1,0,5.083
L1_L2_WithPF,linpack,15,7,3,16,3,mip,markov,16,7.097
L1_L2_WithPF,linpack,15,7,3,16,3,mip,markov,32,7.097
L1_L2_WithPF,linpack,15,7,3,16,3,mip,markov,64,7.097
L1_L2_WithPF,linpack,15,7,3,16,3,mip,markov,128,7.097
L1_L2_WithPF,linpack,15,7,3,16,3,mip,markov,256,7.097
L1_L2_WithPF,linpack,15,7,3,16,3,mip,markov,512,7.097
L1_L2_WithPF,linpack,15,7,3,16,3,mip,hybrid,16,5.083
L1_L2_WithPF,linpack,15,7,3,16,3,mip,hybrid,32,5.083
L1_L2_WithPF,linpack,15,7,3,16,3,mip,hybrid,64,5.083
L1_L2_WithPF,linpack,15,7,3,16,3,mip,hybrid,128,5.083
L1_L2_WithPF,linpack,15,7,3,16,3,mip,hybrid,256,5.083
L1_L2_WithPF,linpack,15,7,3,16,3,mip,hybrid,512,5.083
L1_L2_NoPF,linpack,15,7,3,16,3,lip,none,0,7.097
L1_L2_WithPF,linpack,15,7,3,16,3,lip,plus1,0,5.083
L1_L2_WithPF,linpack,15,7,3,16,3,lip,markov,16,7.097
L1_L2_WithPF,linpack,15,7,3,16,3,lip,markov,32,7.097
